model,noise_type,snr_db,case_id,category,repeat,status,audio_duration_s,cer,hyp_text,ref_text,inference_time_ms,rtf,ttfp_ms,ttff_ms,e2e_ms,error_msg
fire-red-asr2,babble,15.0,d0034,payment,1,ok,46.765,15.25,您好我想詢問凱極人壽想順心長期照顧終身健康保險的繳費寬期相關規定這個月的保費繳費日已經過了但因為賬戶餘額不足沒有成功扣款想問一下現在還在寬期內嗎寬線期是幾天如果在寬線期內繳輕保費保障不會中斷對嗎那如果超過寬線期這張保單就會直接進入失效狀態嗎失效之後如果想要復需要在多少時間內申請以及覆校需要準備什麼文件麻煩你說明一下流程,您好，我想詢問凱基人壽享順心長期照顧終身健康保險的繳費寬限期相關規定。這個月的保費繳費日已經過了，但因為帳戶餘額不足沒有成功扣款，想問一下現在還在寬限期內嗎，寬限期是幾天。如果在寬限期內繳清保費，保障不會中斷對嗎，那如果超過寬限期，這張保單就會直接進入失效狀態嗎。失效之後如果想要復效，需要在多少時間內申請，以及復效需要準備什麼文件，麻煩妳說明一下流程。,8749.9,0.187,,,,
fire-red-asr2,clean,,d0011,policy_inquiry,1,ok,37.498,13.58,您好我有一張凱機人部不穩變而壽險想請問一下目前的賬戶價值是多少我記得上次收到的保單週年報告上有顯示數字但我想要確認最新的狀況另外我想了解一下如果現在想要做保單借款可借的金額是依照賬戶價值來計算嗎利率大概是多少我也想請問一下解約金跟賬戶價值的差異是什麼如果現在解約的話大概可以拿回多少錢謝謝你的說明,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,6962.5,0.186,,,,
fire-red-asr2,codec,15.0,d0011,policy_inquiry,1,ok,37.498,12.96,您好我有一張凱人受部不穩變額壽險想請問一下目前的賬戶價值是多少我記得上次收到的保單週年報告上有顯示數字但我想要確認最新的狀況另外我想了解一下如果現在想要做保單借款可借的金額是依照賬戶價值來計算嗎利率大概是多少我也想請問一下解約金跟賬戶價值的差異是什麼如果現在解約的話大概可以拿回多少錢謝謝你的說明,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,6722.5,0.179,,,,
fire-red-asr2,echo,15.0,d0011,policy_inquiry,1,ok,37.498,13.58,您好我有一張凱人不穩銀變額受險想請問一下目前的賬戶價值是多少我記得上次收到的保單週年報告上有顯示數字但我想要確認最新的狀況另外我想了解一下如果現在想要做保單借款可借的金額是依照賬戶價值來計算嗎利率大概是多少我也想請問一下解約金跟賬戶價值的差異是什麼如果現在解約的話大概可以拿回多少錢謝謝你的說明,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,6439.1,0.172,,,,
fire-red-asr2,babble,15.0,d0011,policy_inquiry,1,ok,37.498,12.35,您好我有一張凱基人受部不穩營盈變額壽險想請問一下目前的賬戶價值是多少我記得上次收到的保單週年報告上有顯示數字但我想要確認最新的狀況另外我想了解一下如果現在想要做保單借款可借的金額是依照賬戶價值來計算嗎利率大概是多少我也想請問一下解約金跟賬戶價值的差異是什麼如果現在解約的話大概可以拿回多少錢謝謝你的說明,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,6436.7,0.172,,,,
fire-red-asr2,clean,,d0039,account_mgmt,1,ok,39.496,11.7,您好我有一張凱人壽活力心動變額壽險之前有繳了一些超額保費到賬戶裡現在需要用錢想申請部分提領請問部分提領的申請方式是怎麼樣最快可以在幾個工作天內入賬提領的金額有沒有最低或最高的限制每次提領有手續費嗎還是說每年有幾次免費提領的機會另外我想確認一下提領後賬戶價值如果低於某個金額保險公司會有什麼相對應的處理麻煩說明一下,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,6880.8,0.174,,,,
fire-red-asr2,codec,15.0,d0039,account_mgmt,1,ok,39.496,11.7,您好我有一張凱人壽活力心動變額壽險之前有繳了一些超額保費到賬戶裡現在需要用錢想申請部分提領請問部分提領的申請方式是怎麼樣最快可以在幾個工作天內入賬提領的金額有沒有最低或最高的限制每次提領有手續費嗎還是說每年有幾次免費提領的機會另外我想確認一下提領後賬戶價值如果低於某個金額保險公司會有什麼相對應的處理麻煩說明一下,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,7149.7,0.181,,,,
fire-red-asr2,echo,15.0,d0039,account_mgmt,1,ok,39.496,11.7,您好我有一張凱人壽活利心動變額壽險之前有繳了一些超額保飛到賬戶裡現在需要用錢想申請部分提領請問部分提領的申請方式是怎麼樣最快可以在幾個工作天內入賬提領的金額有沒有最低或最高的限制每次提領有手續費嗎還是說每年有幾次免費提領的機會另外我想確認一下提領後賬戶價值如果低於某個金額保險公司會有什麼相對應的處理麻煩說明一下,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,6977.3,0.177,,,,
fire-red-asr2,babble,15.0,d0039,account_mgmt,1,ok,39.496,11.7,您好我有一張凱人壽活力心動變額壽險之前有繳了一些超額保費到賬戶裡現在需要用錢想申請部分提領請問部分提領的申請方式是怎麼樣最快可以在幾個工作天內入賬提領的金額有沒有最低或最高的限制每次提領有手續費嗎還是說每年有幾次免費提領的機會另外我想確認一下提領後賬戶價值如果低於某個金額保險公司會有什麼相對應的處理麻煩說明一下,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,6887.3,0.174,,,,
fire-red-asr2,clean,,d0010,claim,1,ok,42.665,11.52,您好我上個月已經提交了凱極人壽醫卡守護重大傷並定期健康保險的理賠申請想詢問一下目前的理賠進度之前有收到一封補件通知說需要補充主治醫師的診斷書我已經補交了想確認一下是否有收到請問現在審核到哪個階段瞭如果核定通過的話大概什麼時候可以入賬另外我想確認一下入賬的賬戶是當初投保時填的那個賬號還是可以臨時更改到其他賬戶,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,8315.6,0.195,,,,
fire-red-asr2,codec,15.0,d0010,claim,1,ok,42.665,11.52,您好我上個月已經提交了凱人壽醫卡守護重大傷並定期健康保險的理賠申請想詢問一下目前的理賠進度之前有收到一封補件通知說需要補充主治醫師的診斷書我已經補交了想確認一下是否有收到請問現在審核到哪個階段瞭如果核定通過的話大概什麼時候可以入賬另外我想確認一下入賬的賬戶是當初投保時填的那個賬號還是可以臨時更改到其他賬戶,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,8049.9,0.189,,,,
fire-red-asr2,echo,15.0,d0010,claim,1,ok,42.665,13.94,您好我上個月已經提交了凱壽醫卡守護重大傷並定期健康保險的理賠申請想詢問一下目前的理賠進度之前有收到一封補通知說需要補充組治醫師的診斷書我已經補交了想確認一下是否有收到請問現在審核到哪個階段瞭如果核定通過的話大概什麼時候可以入賬另外我想確認一下入賬的賬戶是當初投保時的那個賬號還是可以臨時更改到其他賬戶,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,8159.1,0.191,,,,
fire-red-asr2,babble,15.0,d0010,claim,1,ok,42.665,12.12,您好我上個月已經提交了凱極壽醫卡守護重大傷並定期健康保險的理賠申請想詢問一下目前的理賠進度之前有收到一封補件通知說需要補充主治醫師的診斷書我已經補交了想確認一下是否有收到請問現在審核到哪個階段瞭如果核定通過的話大概什麼時候可以入賬另外我想確認一下入賬的賬戶是當初投保時填的那個賬號還是可以臨時更改到其他賬戶,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,7654.1,0.179,,,,
fire-red-asr2,clean,,d0026,product_inquiry,1,ok,43.966,16.17,您好我想多瞭解一下凱人受意想增心長期照顧終身保險這個商品我想知道這個保險的長照認定是否包含認知功能障礙如失智症還是說只限於身體功能障礙的狀況如果是施質證導致的腸造需求申請的流程跟一般身體能是一樣嗎需要哪種專科醫師的診斷另外這個商品的保障是終身有效嗎還是說到幾歲就停止幾負了麻煩詳細說明一下這個商品的幾條件,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,8383.7,0.191,,,,
fire-red-asr2,codec,15.0,d0026,product_inquiry,1,ok,43.966,15.57,您好我想多瞭解一下凱人受意想增心長期照顧終身保險這個商品我想知道這個保險的長認定是否包含認知功能障礙例如失智症還是說只限於身體功能障礙的狀況如果是失質證導致的腸造需求申請的流程跟一般身體能是一樣嗎需要哪種專科醫師的診斷另外這個商品的保障是終身有效嗎還是說到幾歲就停止幾負了麻煩詳細說明一下這個商品的幾條件,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,7967.5,0.181,,,,
fire-red-asr2,echo,15.0,d0026,product_inquiry,1,ok,43.966,16.17,您好我想多瞭解一下凱受意響增長期照顧終身保險這個商品我想知道這個保險的長認定是否包含認知功能障礙例如失智症還是說只限於身體功能障礙的狀況如果是失質證導致的長造需求申請的流程跟一般身體能是一樣嗎需要哪種專科醫師的診斷另外這個商品的保障是終身有效嗎還是說到幾歲就停止幾部了麻煩詳細說明一下這個商品的幾步條件,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,7913.9,0.18,,,,
fire-red-asr2,babble,15.0,d0026,product_inquiry,1,ok,43.966,16.17,您好我想多瞭解一下凱人受意想心長期照顧終身保險這個商品我想知道這個保險的長照認定是否包含認知功能障礙例如失智症還是說只限於身體功能障礙的狀況如果是溼質證導致的腸造需求申請的流程跟一般身體能是一樣嗎需要哪種專科醫師的診斷另外這個商品的保障是終身有效嗎還是說到幾歲就停止幾負了麻煩詳細說明一下這個商品的幾條件,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,7886.7,0.179,,,,
fire-red-asr2,clean,,d0045,lapse_reinstate,1,ok,40.078,13.14,您好我收到凱計人壽寄來的一封通知說我的增優利利率變動洗年金保險已經進入停效狀態我有一些問題想詢問我不太清楚停校的原因是什麼是因為保費欠繳還是有其他狀況停校期間我的保障有暫停嗎如果在停校期間發生事故我的保障還有效嗎另外請問我可以在哪裡查詢停校的確切日期以及目前欠繳的保費金額是多少如果我想要辦理覆校有什麼條件和期限的限制嗎,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,7705.8,0.192,,,,
fire-red-asr2,codec,15.0,d0045,lapse_reinstate,1,ok,40.078,13.14,您好我收到凱機人壽寄來的一封通知說我的增優利利率變動型年金保險已經進入停狀態我有一些問題想詢問我不太清楚停校的原因是什麼是因為保費欠繳還是有其他狀況停校期間我的保障有暫停嗎如果在停校期間發生事故我的保障還有效嗎另外請問我可以在哪裡查詢停校的確切日期以及目前欠繳的保費金額是多少如果我想要辦理覆校有什麼條件和期限的限制嗎,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,7060.4,0.176,,,,
fire-red-asr2,echo,15.0,d0045,lapse_reinstate,1,ok,40.078,14.29,您好我收到凱計人授寄來的一封通知說我的增優利利率變動洗年金保險已經進入停狀態我有一些問題想詢問問我不太清楚停校的原因是什麼麼是因為保費欠繳嗎還是有其他狀況停校期間我的保障有暫停嗎如果在停校期間發生事故我的保障還有效嗎另外請問我可以在哪裡查詢停校的確切日期以及目前欠繳的保費金額是多少如果我想要辦理覆校有什麼條件和限的限制嗎嗎,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,7334.5,0.183,,,,
fire-red-asr2,babble,15.0,d0045,lapse_reinstate,1,ok,40.078,13.71,您好我收到凱計人壽寄來的一封通知說我的增優利利率變動型年金保險已經進入停狀態我有一些問題想詢問我不太清楚停校的原因是什麼是因為保費欠繳還是有其他狀況停校期間我的保障有暫停嗎如果在停校期間發生事故我的保障還有效嗎另外請問我可以在哪裡查詢停校的確切日期以及目前欠繳的保費金額是多少如果我想要辦理覆校有什麼條件和奇限的限制嗎,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,7117.4,0.178,,,,
fire-red-asr2,clean,,d0036,payment,1,ok,40.814,12.42,您好我想詢問凱人壽步步穩營外幣變額壽險的繳費相關問題這張保單的保費是以美元計算我想了解繳費方式有哪些選擇如果我沒有外幣賬戶可以直接用臺幣賬戶繳費嗎這樣的話匯率是怎麼換算的是用哪天的匯率另外如果我有美元外幣賬戶可以直接用外幣賬戶扣款嗎這樣繳費比較方便嗎麻煩說明一下不同繳費方式的差異,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,7584.1,0.186,,,,
fire-red-asr2,codec,15.0,d0036,payment,1,ok,40.814,13.07,您好我想詢問凱壽步步穩營外幣變額壽險的繳費相關問題這張保單的保費是以美元計算我想了解繳費方式有哪些選擇如果我沒有外幣賬戶可以直接用臺幣賬戶繳費嗎這樣的話匯率是怎麼換算的是用哪天的匯率另外如果我有美元外幣賬戶可以直接用外幣賬戶扣款嗎這樣繳費比較方便嗎麻煩說明一下不同繳費方式的差異,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,8061.0,0.198,,,,
fire-red-asr2,echo,15.0,d0036,payment,1,ok,40.814,13.07,您好我想詢問凱人壽步不穩營外幣變額壽險的繳費相關問題這張保單的保費是以美元計算我想了解繳費方式有哪些選擇如果我沒有外幣賬戶可以直接用臺幣賬戶繳費嗎這樣的話匯率是怎麼換算的是用哪天的匯率另外如果我有美元外幣賬戶可以直接用外幣賬戶扣款嗎這樣繳費比較方便嗎麻煩說明一下不同繳費方式的差異,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,7134.9,0.175,,,,
fire-red-asr2,babble,15.0,d0036,payment,1,ok,40.814,13.07,您好我想詢問凱人壽步步穩營外幣變額壽險的繳費相關問題這張保單的保費是以美元計算我想了解繳費方式有哪些選擇如果我沒有外幣賬戶可以直接用臺幣賬戶繳費嗎這樣的話匯率是怎麼換算的是適用哪天的匯率另外如果我有美元外幣賬戶可以直接用外幣賬戶扣款嗎這樣繳費比較方便嗎麻煩說明一下不同繳費方式的差異,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,7563.5,0.185,,,,
fire-red-asr2,clean,,d0035,payment,1,ok,40.26,14.12,您好我的凱計授臺幣海本終身保險上個月保費扣款失敗想詢問一下後續的處理方式請問這張保單有設定自動墊角功能嗎如果有的話是從保單的現金價值里扣嗎墊角的話有沒有利息另外如果自動墊後保單現金價值用完了保單就會直接失效嗎還是說公司會先通知我我現在想要儘快補繳這個月的保費需要補繳的金額包含電角利息嗎請幫我說明一下目前的狀況,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,7162.1,0.178,,,,
fire-red-asr2,codec,15.0,d0035,payment,1,ok,40.26,12.94,您好我的凱人壽臺幣海本終身保險上個月保費扣款失敗想詢問一下後續的處理方式請問這張保單有設定自動墊角功能嗎如果有的話是從保單的現金價值里扣嗎墊角的話有沒有利息另外如果自動墊後保單現金價值用完了保單就會直接失效嗎還是說公司會先通知我我現在想要儘快補繳這個月的保費需要補繳的金額包含電角利息嗎請幫我說明一下目前的狀況,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,7207.9,0.179,,,,
fire-red-asr2,echo,15.0,d0035,payment,1,ok,40.26,14.12,您好我的凱授臺幣海本終身保險上個月保費扣款失敗想詢問一下後續的處理方式請問這張保單有設定自動電角功能嗎如果有的話是從保單的現金價值里扣嗎墊角的話有沒有利息另外如果自動墊繳後保單現金價值用完了保單就會直接失效嗎還是說公司會先通知我我現在想要儘快補繳這個月的保費需要補繳的金額包含電角利息嗎請幫我說明一下目前的狀況,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,7852.1,0.195,,,,
